what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1345487878108
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345487883342
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345487886358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345487894358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345487894968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345487937469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345487938141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345487968798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345487974127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345487974908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488010440
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345488010471
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345488019565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488043363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488090255
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345488090270
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345488111036
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345488111083
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345488132365
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488142990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345488151194
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488152834
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488153788
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488155569
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345488156319
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488159272
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488160694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345488162303
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345488163319
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345488166085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488166913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488170226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488177148
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345488193210
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488193445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1345488196836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345488197570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488199758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488208398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488212711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488226539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488226555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488228321
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345488233196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1345488236305
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345488238509
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345488242243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488243649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488252493
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345488266634
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488266915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488269822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488277666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345488279994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488280713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488281572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488292729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345488294369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488295979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488298854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488305260
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345488306620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488307354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488308182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488313760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345488317354
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1345488318354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488319870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488322245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488332495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345488335464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488336589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488342542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488342824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488343089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488343636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488344511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488344730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488344949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488345339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488345933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488346152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488346371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488346621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488347730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488347980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488348714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488348964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488349214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488349433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488350339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488351480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488351746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488352027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488352480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488353027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488353246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488353465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488354011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488354511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488354730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488354933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488355168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488355746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488355965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488356183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488356418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488356996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488357183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488357402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345488357637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488358355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488361527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488371184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345488372809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488373637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488377981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488379231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488380887
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345488385481
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345488385747
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1345488391184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345488392012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345488393669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488400138
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345488403075
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488403325
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345488409419
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488419154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345488420341
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488422576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345488425045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345488430342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488432670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488679676
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488685457
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488687332
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345488688192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488692083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488739209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345488743318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488743881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488816898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345488992184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489176313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489177547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489186329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489191876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489193422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345489196501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489197266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489236564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489242345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489552742
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345489558726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345489563695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345489564648
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345489570023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489573320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489639759
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345489643822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345489651791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489652447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489719386
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345489721792
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345489730386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1345489731714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345489732402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489732980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489748058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489748183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489749246
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345489766418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489777309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489811747
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345489811762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345489814153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490611247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490611356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490614356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490614606
