what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345490699045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490700014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490700733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490704217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345490706452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490707139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490707858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490712124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345490715514
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1345490716405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490717936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490720030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490727905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345490731796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490732686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490733765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490742796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345490745202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490746155
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345490766515
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345490766765
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345490766875
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345490774718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345490775765
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345490776890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345490778828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490782187
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345490784781
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345490785000
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345490785078
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345490789094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490790688
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1345490792156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345490792563
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345490793703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345490796313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490801781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490813454
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345490821485
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345490826548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490830266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1345490830282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490832001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490850392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345490866267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345490871330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345491147913
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345491154163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345491173413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345491919579
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345492161082
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345492163848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345492201770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492205692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492253724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492255724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492260833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492261896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492310865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345492315896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492319225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492380210
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345492587244
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345492588665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492597259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1345492597291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492603681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345492606541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345492608650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492609775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1345492609806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492616181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345492620556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492621588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1345492621603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492623494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345492625791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492626619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1345492626635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492631650
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345492693604
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345492695526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492701042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492730839
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345492734245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345492739699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492757183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492818934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492846028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492882279
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345492885326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492912341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492930373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492932404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492933014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492946733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492972874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492986999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492986999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492986999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492989046
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345492989186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492992561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492996311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345492998202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345492999468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493000046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493000889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493038765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493039234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493174923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493176907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493180704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345493186439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345493190017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493192376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493254830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493336284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493336284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493336378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493345097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493559131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493573241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493578319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493598194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493600553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493607944
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345493607991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493629257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493825650
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345493825681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345493843228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493850150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493850150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493850166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493860775
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345493879229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345493903182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345493921542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345493935261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345493938964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345493945027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345493947042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345493947589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345493960011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345493969261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493979933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493982574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493985136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493988793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493989168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345493994637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345494001246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345494010387
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345494013512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345494038325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345494045497
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345494047512
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345494074434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345494075841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345494081653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345494540438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345494554594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345494654376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345494656236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345494939753
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345494941894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345494948222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345495233052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345495234724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345496128589
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345496131276
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345496137276
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345496156261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345496224011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345497589582
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1345497596645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345497608379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345497617004
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1345497619551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497622630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497622942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497623176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497623380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497623567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497623942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497624989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497625223
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497625411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497625630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497625833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497626208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497627176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497627364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497627551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497627723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497627895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497628317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497629661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497629864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497630098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497630473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497630676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497631130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497631426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497632192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497632880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497634848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345497636380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497638130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497638458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497638645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497639005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497639255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497639505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497640192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497640442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497640833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497642083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497642364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497642552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497642708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497642927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497643098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497643739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497643927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497644130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497644302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497644489
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497644880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497645395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497645567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497645755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497645927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497646098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497646364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497646911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497647083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497647239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497647411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497647583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497648052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497648630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497648817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497648973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497649145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497649317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345497649723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345497650583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345497668067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345497678239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345497689271
